schools_1km,hospitals_1km,transit_1km,Outlet_ID
12,1,0,OUT_00130
0,0,0,OUT_00131
0,0,2,OUT_00132
0,0,0,OUT_00133
0,0,0,OUT_00134
3,0,8,OUT_00135
0,0,0,OUT_00136
0,0,0,OUT_00137
0,0,0,OUT_00138
1,0,0,OUT_00139
1,1,0,OUT_00140
0,0,0,OUT_00141
0,0,0,OUT_00142
0,0,0,OUT_00143
2,0,0,OUT_00144
2,1,0,OUT_00145
4,0,0,OUT_00146
1,0,0,OUT_00147
0,0,0,OUT_00148
0,0,0,OUT_00149
0,0,0,OUT_00150
2,0,1,OUT_00151
2,1,3,OUT_00152
1,0,0,OUT_00153
1,1,0,OUT_00154
0,0,0,OUT_00155
0,0,0,OUT_00156
0,0,0,OUT_00157
0,0,0,OUT_00158
0,0,7,OUT_00159
1,0,0,OUT_00160
0,0,0,OUT_00161
0,0,0,OUT_00162
0,1,0,OUT_00163
0,0,0,OUT_00164
1,0,0,OUT_00165
1,0,0,OUT_00166
0,0,0,OUT_00167
2,0,0,OUT_00168
2,1,1,OUT_00169
0,0,0,OUT_00170
0,0,0,OUT_00171
2,0,4,OUT_00172
0,0,0,OUT_00173
0,0,0,OUT_00174
0,0,1,OUT_00175
1,0,1,OUT_00176
0,0,0,OUT_00177
0,0,0,OUT_00178
4,3,0,OUT_00179
0,0,0,OUT_00180
0,0,0,OUT_00181
0,0,0,OUT_00182
0,0,0,OUT_00183
0,0,0,OUT_00184
0,0,0,OUT_00185
0,0,0,OUT_00186
0,0,0,OUT_00187
1,0,2,OUT_00188
0,0,0,OUT_00189
5,3,11,OUT_00190
0,0,0,OUT_00191
0,0,0,OUT_00192
0,0,0,OUT_00193
0,0,0,OUT_00194
0,0,0,OUT_00195
7,3,2,OUT_00196
0,0,0,OUT_00197
0,0,0,OUT_00198
0,0,0,OUT_00199
0,0,0,OUT_00200
0,0,0,OUT_00201
1,0,7,OUT_00202
0,0,0,OUT_00203
0,0,0,OUT_00204
0,0,0,OUT_00205
0,0,0,OUT_00206
0,0,0,OUT_00207
1,0,1,OUT_00208
0,0,0,OUT_00209
0,1,0,OUT_00210
0,0,0,OUT_00211
0,0,1,OUT_00212
0,0,0,OUT_00213
1,0,0,OUT_00214
1,0,0,OUT_00215
0,0,0,OUT_00216
0,0,0,OUT_00217
0,0,0,OUT_00218
0,0,0,OUT_00219
0,0,0,OUT_00220
0,0,0,OUT_00221
1,0,0,OUT_00222
0,0,0,OUT_00223
0,1,2,OUT_00224
0,0,0,OUT_00225
0,0,0,OUT_00226
0,0,0,OUT_00227
0,0,0,OUT_00228
0,0,0,OUT_00229
0,0,0,OUT_00230
0,0,0,OUT_00231
0,0,0,OUT_00232
0,0,0,OUT_00233
0,0,0,OUT_00234
0,0,0,OUT_00235
1,0,4,OUT_00236
0,0,4,OUT_00237
0,0,0,OUT_00238
0,0,0,OUT_00239
1,0,1,OUT_00240
0,0,0,OUT_00241
1,0,1,OUT_00242
0,0,0,OUT_00243
0,0,0,OUT_00244
0,0,0,OUT_00245
4,2,30,OUT_00246
2,1,0,OUT_00247
0,0,0,OUT_00248
0,0,0,OUT_00249
0,0,1,OUT_00250
0,0,1,OUT_00251
0,0,0,OUT_00252
0,0,0,OUT_00253
2,0,0,OUT_00254
2,1,13,OUT_00255
0,0,0,OUT_00256
1,0,0,OUT_00257
0,0,0,OUT_00258
0,0,0,OUT_00259
0,0,0,OUT_00260
0,0,0,OUT_00261
13,1,15,OUT_00262
0,0,0,OUT_00263
0,0,0,OUT_00264
0,0,0,OUT_00265
1,0,0,OUT_00266
0,0,1,OUT_00267
0,0,0,OUT_00268
1,0,0,OUT_00269
0,0,0,OUT_00270
0,0,0,OUT_00271
0,0,0,OUT_00272
0,0,0,OUT_00273
0,0,0,OUT_00274
0,0,0,OUT_00275
1,1,11,OUT_00276
0,0,0,OUT_00277
0,0,0,OUT_00278
0,0,0,OUT_00279
2,1,0,OUT_00280
0,0,0,OUT_00281
0,0,0,OUT_00282
1,0,0,OUT_00283
0,0,10,OUT_00284
0,0,0,OUT_00285
1,0,0,OUT_00286
0,0,0,OUT_00287
0,0,0,OUT_00288
0,0,0,OUT_00289
0,0,0,OUT_00290
1,0,8,OUT_00291
0,0,0,OUT_00292
0,0,0,OUT_00293
0,0,0,OUT_00294
2,1,0,OUT_00295
0,0,0,OUT_00296
1,0,1,OUT_00297
0,0,0,OUT_00298
0,0,1,OUT_00299
0,0,0,OUT_00300
0,0,0,OUT_00301
0,0,1,OUT_00302
36,8,12,OUT_00303
0,0,0,OUT_00304
0,0,0,OUT_00305
0,0,0,OUT_00306
1,0,1,OUT_00307
0,0,0,OUT_00308
0,0,0,OUT_00309
10,0,3,OUT_00310
0,0,0,OUT_00311
0,0,0,OUT_00312
1,0,1,OUT_00313
0,0,0,OUT_00314
0,0,1,OUT_00315
0,0,3,OUT_00316
0,0,0,OUT_00317
0,0,0,OUT_00318
0,0,0,OUT_00319
0,0,0,OUT_00320
1,0,0,OUT_00321
0,0,0,OUT_00322
2,0,5,OUT_00323
0,0,0,OUT_00324
0,0,0,OUT_00325
1,0,0,OUT_00326
0,0,0,OUT_00327
5,1,4,OUT_00328
0,0,0,OUT_00329
0,0,0,OUT_00330
0,0,0,OUT_00331
1,0,2,OUT_00332
4,1,4,OUT_00333
0,0,0,OUT_00334
2,0,0,OUT_00335
0,0,0,OUT_00336
3,3,2,OUT_00337
0,0,0,OUT_00338
0,1,0,OUT_00339
0,0,0,OUT_00340
0,0,0,OUT_00341
0,0,0,OUT_00342
1,0,0,OUT_00343
2,0,0,OUT_00344
0,0,0,OUT_00345
0,0,0,OUT_00346
1,0,0,OUT_00347
0,0,0,OUT_00348
0,0,0,OUT_00349
0,0,0,OUT_00350
0,0,0,OUT_00351
0,0,0,OUT_00352
0,0,1,OUT_00353
1,0,0,OUT_00354
0,0,0,OUT_00355
1,0,0,OUT_00356
0,0,0,OUT_00357
9,0,5,OUT_00358
1,0,0,OUT_00359
1,0,0,OUT_00360
0,0,0,OUT_00361
0,0,0,OUT_00362
0,0,0,OUT_00363
1,1,0,OUT_00364
0,0,0,OUT_00365
1,0,0,OUT_00366
0,0,0,OUT_00367
0,0,0,OUT_00368
0,0,0,OUT_00369
0,0,0,OUT_00370
0,0,0,OUT_00371
0,0,0,OUT_00372
1,0,0,OUT_00373
5,3,14,OUT_00374
0,0,0,OUT_00375
0,0,0,OUT_00376
0,0,0,OUT_00377
1,0,0,OUT_00378
0,0,0,OUT_00379
0,0,0,OUT_00380
5,1,5,OUT_00381
0,0,0,OUT_00382
0,0,0,OUT_00383
1,0,0,OUT_00384
1,0,0,OUT_00385
0,0,0,OUT_00386
0,0,0,OUT_00387
2,0,5,OUT_00388
2,1,7,OUT_00389
1,0,0,OUT_00390
0,0,0,OUT_00391
0,0,0,OUT_00392
0,0,0,OUT_00393
0,0,0,OUT_00394
0,0,0,OUT_00395
1,0,0,OUT_00396
1,0,5,OUT_00397
0,0,2,OUT_00398
11,1,16,OUT_00399
1,0,0,OUT_00400
0,0,0,OUT_00401
0,0,1,OUT_00402
1,1,0,OUT_00403
0,0,0,OUT_00404
0,0,0,OUT_00405
0,0,0,OUT_00406
0,0,0,OUT_00407
0,0,0,OUT_00408
0,0,0,OUT_00409
0,0,0,OUT_00410
0,0,1,OUT_00411
0,0,1,OUT_00412
0,0,0,OUT_00413
0,0,0,OUT_00414
0,0,0,OUT_00415
0,0,1,OUT_00416
1,0,0,OUT_00417
0,0,0,OUT_00418
2,0,0,OUT_00419
0,0,0,OUT_00420
0,0,0,OUT_00421
0,0,0,OUT_00422
0,0,0,OUT_00423
0,0,0,OUT_00424
0,0,0,OUT_00425
0,0,0,OUT_00426
0,0,0,OUT_00427
0,0,0,OUT_00428
2,0,0,OUT_00429
0,1,0,OUT_00430
0,0,0,OUT_00431
0,0,0,OUT_00432
0,0,0,OUT_00433
0,0,0,OUT_00434
0,0,0,OUT_00435
0,0,0,OUT_00436
0,0,0,OUT_00437
0,0,0,OUT_00438
0,0,0,OUT_00439
0,0,0,OUT_00440
0,0,0,OUT_00441
9,3,9,OUT_00442
0,0,0,OUT_00443
0,0,0,OUT_00444
0,0,0,OUT_00445
0,0,0,OUT_00446
0,0,2,OUT_00447
0,0,0,OUT_00448
1,0,0,OUT_00449
0,0,0,OUT_00450
1,0,0,OUT_00451
1,1,1,OUT_00452
0,0,0,OUT_00453
8,3,8,OUT_00454
0,0,0,OUT_00455
0,0,0,OUT_00456
0,0,0,OUT_00457
0,0,0,OUT_00458
1,0,0,OUT_00459
0,0,0,OUT_00460
2,0,0,OUT_00461
1,0,4,OUT_00462
0,0,0,OUT_00463
1,2,5,OUT_00464
0,0,0,OUT_00465
1,0,0,OUT_00466
0,0,0,OUT_00467
0,0,0,OUT_00468
0,0,0,OUT_00469
0,0,0,OUT_00470
0,0,0,OUT_00471
0,0,0,OUT_00472
0,0,0,OUT_00473
1,0,0,OUT_00474
0,0,0,OUT_00475
0,0,0,OUT_00476
0,0,0,OUT_00477
0,0,0,OUT_00478
0,0,0,OUT_00479
1,0,4,OUT_00480
0,0,1,OUT_00481
1,0,0,OUT_00482
9,0,7,OUT_00483
3,0,0,OUT_00484
0,0,0,OUT_00485
7,0,2,OUT_00486
0,0,0,OUT_00487
1,1,0,OUT_00488
0,0,0,OUT_00489
0,0,0,OUT_00490
2,0,2,OUT_00491
0,0,0,OUT_00492
0,0,0,OUT_00493
1,0,0,OUT_00494
1,0,4,OUT_00495
2,1,0,OUT_00496
0,0,6,OUT_00497
0,0,0,OUT_00498
0,0,0,OUT_00499
0,0,0,OUT_00500
0,0,0,OUT_00501
1,0,0,OUT_00502
0,0,0,OUT_00503
3,0,7,OUT_00504
0,0,0,OUT_00505
1,1,0,OUT_00506
1,0,0,OUT_00507
0,0,5,OUT_00508
0,0,0,OUT_00509
0,0,0,OUT_00510
0,0,0,OUT_00511
0,0,0,OUT_00512
0,0,1,OUT_00513
0,0,3,OUT_00514
0,0,0,OUT_00515
4,0,1,OUT_00516
0,0,0,OUT_00517
0,0,0,OUT_00518
1,0,0,OUT_00519
0,0,0,OUT_00520
18,1,11,OUT_00521
1,0,2,OUT_00522
0,0,0,OUT_00523
27,1,13,OUT_00524
0,0,0,OUT_00525
0,0,0,OUT_00526
0,0,0,OUT_00527
1,0,1,OUT_00528
0,0,0,OUT_00529
0,0,1,OUT_00530
0,0,0,OUT_00531
0,0,0,OUT_00532
0,0,0,OUT_00533
0,0,0,OUT_00534
3,0,2,OUT_00535
0,0,0,OUT_00536
0,0,0,OUT_00537
0,0,0,OUT_00538
0,0,0,OUT_00539
0,0,0,OUT_00540
0,0,0,OUT_00541
0,0,0,OUT_00542
0,0,0,OUT_00543
0,0,0,OUT_00544
1,0,0,OUT_00545
1,0,0,OUT_00546
0,0,0,OUT_00547
0,0,0,OUT_00548
3,0,6,OUT_00549
0,0,0,OUT_00550
4,2,8,OUT_00551
0,0,1,OUT_00552
0,0,0,OUT_00553
0,0,0,OUT_00554
0,0,2,OUT_00555
1,0,0,OUT_00556
0,0,0,OUT_00557
0,0,0,OUT_00558
1,0,0,OUT_00559
0,0,0,OUT_00560
0,0,0,OUT_00561
2,0,0,OUT_00562
1,0,1,OUT_00563
0,0,0,OUT_00564
0,0,0,OUT_00565
0,0,0,OUT_00566
0,1,0,OUT_00567
1,1,0,OUT_00568
1,1,0,OUT_00569
0,0,0,OUT_00570
0,0,0,OUT_00571
5,1,0,OUT_00572
0,0,0,OUT_00573
0,0,0,OUT_00574
1,0,0,OUT_00575
0,0,0,OUT_00576
2,0,0,OUT_00577
0,0,0,OUT_00578
2,3,4,OUT_00579
0,0,0,OUT_00580
0,0,0,OUT_00581
0,0,0,OUT_00582
0,0,0,OUT_00583
0,0,0,OUT_00584
0,0,0,OUT_00585
0,0,0,OUT_00586
0,0,0,OUT_00587
0,0,0,OUT_00588
3,0,8,OUT_00589
0,0,1,OUT_00590
1,1,1,OUT_00591
14,1,14,OUT_00592
1,1,3,OUT_00593
0,0,0,OUT_00594
0,0,0,OUT_00595
0,0,0,OUT_00596
0,0,0,OUT_00597
1,0,0,OUT_00598
0,0,0,OUT_00599
0,0,0,OUT_00600
1,0,1,OUT_00601
0,0,0,OUT_00602
1,0,2,OUT_00603
13,2,11,OUT_00604
2,2,5,OUT_00605
0,0,0,OUT_00606
0,0,0,OUT_00607
0,0,0,OUT_00608
1,2,0,OUT_00609
0,0,0,OUT_00610
2,1,1,OUT_00611
0,1,0,OUT_00612
0,0,8,OUT_00613
1,0,0,OUT_00614
0,0,0,OUT_00615
2,1,4,OUT_00616
0,0,0,OUT_00617
0,0,0,OUT_00618
0,0,0,OUT_00619
0,0,0,OUT_00620
0,0,0,OUT_00621
0,0,0,OUT_00622
0,0,0,OUT_00623
0,0,0,OUT_00624
0,0,0,OUT_00625
0,0,0,OUT_00626
0,0,0,OUT_00627
0,0,0,OUT_00628
0,0,0,OUT_00629
0,1,0,OUT_00630
0,0,0,OUT_00631
0,0,0,OUT_00632
0,0,0,OUT_00633
8,0,4,OUT_00634
0,0,0,OUT_00635
1,0,0,OUT_00636
2,0,6,OUT_00637
0,0,2,OUT_00638
0,0,1,OUT_00639
1,0,0,OUT_00640
0,0,0,OUT_00641
0,0,0,OUT_00642
1,0,2,OUT_00643
0,0,0,OUT_00644
8,0,9,OUT_00645
0,0,1,OUT_00646
0,0,0,OUT_00647
0,0,0,OUT_00648
2,0,0,OUT_00649
0,0,0,OUT_00650
0,0,0,OUT_00651
2,0,6,OUT_00652
0,0,0,OUT_00653
1,0,4,OUT_00654
1,0,0,OUT_00655
0,0,5,OUT_00656
0,0,0,OUT_00657
0,0,0,OUT_00658
0,0,0,OUT_00659
0,0,0,OUT_00660
1,1,0,OUT_00661
0,0,0,OUT_00662
0,0,2,OUT_00663
6,3,20,OUT_00664
1,0,0,OUT_00665
0,0,0,OUT_00666
0,0,0,OUT_00667
1,0,0,OUT_00668
2,0,5,OUT_00669
0,0,0,OUT_00670
0,0,0,OUT_00671
0,0,0,OUT_00672
3,0,3,OUT_00673
0,0,0,OUT_00674
0,0,0,OUT_00675
0,0,3,OUT_00676
4,3,4,OUT_00677
0,0,0,OUT_00678
0,1,0,OUT_00679
0,0,0,OUT_00680
0,0,0,OUT_00681
10,0,16,OUT_00682
1,0,8,OUT_00683
1,0,0,OUT_00684
1,0,0,OUT_00685
0,0,0,OUT_00686
1,0,0,OUT_00687
0,0,0,OUT_00688
1,0,1,OUT_00689
1,0,0,OUT_00690
0,0,1,OUT_00691
0,0,0,OUT_00692
0,0,0,OUT_00693
4,0,8,OUT_00694
0,0,0,OUT_00695
0,0,0,OUT_00696
2,2,5,OUT_00697
0,0,0,OUT_00698
0,0,0,OUT_00699
0,0,8,OUT_00700
0,0,0,OUT_00701
0,0,0,OUT_00702
0,0,0,OUT_00703
0,0,4,OUT_00704
0,0,0,OUT_00705
0,0,0,OUT_00706
0,0,0,OUT_00707
2,1,0,OUT_00708
0,0,0,OUT_00709
0,0,0,OUT_00710
0,0,0,OUT_00711
0,0,0,OUT_00712
0,0,0,OUT_00713
0,0,0,OUT_00714
0,0,0,OUT_00715
0,0,0,OUT_00716
0,0,0,OUT_00717
0,0,3,OUT_00718
0,0,0,OUT_00719
0,0,0,OUT_00720
2,0,3,OUT_00721
1,0,1,OUT_00722
0,0,0,OUT_00723
0,0,0,OUT_00724
0,0,0,OUT_00725
0,0,0,OUT_00726
0,0,0,OUT_00727
0,0,1,OUT_00728
0,0,0,OUT_00729
0,0,0,OUT_00730
2,0,0,OUT_00731
0,0,0,OUT_00732
0,0,0,OUT_00733
0,0,0,OUT_00734
0,0,0,OUT_00735
0,0,3,OUT_00736
0,0,0,OUT_00737
0,0,0,OUT_00738
0,0,6,OUT_00739
1,0,0,OUT_00740
2,3,4,OUT_00741
1,0,0,OUT_00742
2,0,0,OUT_00743
0,0,0,OUT_00744
0,0,0,OUT_00745
1,0,0,OUT_00746
0,0,0,OUT_00747
0,0,0,OUT_00748
0,0,0,OUT_00749
0,0,0,OUT_00750
0,1,3,OUT_00751
0,0,0,OUT_00752
0,0,0,OUT_00753
0,0,0,OUT_00754
0,0,0,OUT_00755
4,0,8,OUT_00756
0,0,0,OUT_00757
1,0,0,OUT_00758
0,1,0,OUT_00759
0,0,0,OUT_00760
5,2,0,OUT_00761
6,0,19,OUT_00762
0,0,0,OUT_00763
0,0,20,OUT_00764
0,0,0,OUT_00765
0,0,0,OUT_00766
0,0,0,OUT_00767
2,3,0,OUT_00768
0,0,0,OUT_00769
12,1,0,OUT_00770
2,0,1,OUT_00771
0,0,0,OUT_00772
0,0,0,OUT_00773
2,0,0,OUT_00774
0,0,0,OUT_00775
0,0,0,OUT_00776
1,0,0,OUT_00777
0,0,0,OUT_00778
0,0,0,OUT_00779
0,0,0,OUT_00780
4,0,3,OUT_00781
4,1,11,OUT_00782
0,0,0,OUT_00783
4,0,3,OUT_00784
0,0,0,OUT_00785
1,0,1,OUT_00786
0,0,0,OUT_00787
1,0,0,OUT_00788
0,0,0,OUT_00789
0,0,3,OUT_00790
0,0,0,OUT_00791
2,0,6,OUT_00792
0,0,0,OUT_00793
0,0,0,OUT_00794
2,0,0,OUT_00795
0,0,0,OUT_00796
0,0,0,OUT_00797
0,0,0,OUT_00798
1,1,1,OUT_00799
0,0,0,OUT_00800
0,0,0,OUT_00801
0,0,0,OUT_00802
0,0,0,OUT_00803
1,0,0,OUT_00804
0,0,0,OUT_00805
0,0,0,OUT_00806
0,0,0,OUT_00807
0,0,0,OUT_00808
0,0,0,OUT_00809
0,0,0,OUT_00810
0,0,0,OUT_00811
0,0,0,OUT_00812
0,0,0,OUT_00813
0,0,0,OUT_00814
0,2,1,OUT_00815
1,0,3,OUT_00816
1,0,2,OUT_00817
2,0,1,OUT_00818
0,0,0,OUT_00819
1,0,5,OUT_00820
0,0,0,OUT_00821
1,0,0,OUT_00822
1,2,2,OUT_00823
0,0,0,OUT_00824
1,0,0,OUT_00825
0,0,0,OUT_00826
0,0,2,OUT_00827
0,0,0,OUT_00828
2,1,1,OUT_00829
0,0,0,OUT_00830
1,0,0,OUT_00831
0,0,0,OUT_00832
1,0,0,OUT_00833
3,1,13,OUT_00834
0,0,0,OUT_00835
0,0,0,OUT_00836
0,0,0,OUT_00837
0,0,0,OUT_00838
1,0,0,OUT_00839
0,0,0,OUT_00840
18,6,13,OUT_00841
0,0,0,OUT_00842
0,0,0,OUT_00843
0,0,0,OUT_00844
0,0,0,OUT_00845
0,0,0,OUT_00846
2,1,0,OUT_00847
0,0,0,OUT_00848
0,0,2,OUT_00849
0,0,0,OUT_00850
1,1,0,OUT_00851
0,0,0,OUT_00852
0,0,0,OUT_00853
0,0,0,OUT_00854
0,0,0,OUT_00855
1,0,3,OUT_00856
1,3,1,OUT_00857
0,0,1,OUT_00858
0,0,0,OUT_00859
0,0,0,OUT_00860
0,0,0,OUT_00861
0,0,0,OUT_00862
0,0,0,OUT_00863
0,0,0,OUT_00864
3,2,4,OUT_00865
2,1,5,OUT_00866
3,1,1,OUT_00867
1,0,0,OUT_00868
0,0,0,OUT_00869
12,2,10,OUT_00870
1,0,1,OUT_00871
2,0,0,OUT_00872
0,0,0,OUT_00873
0,0,0,OUT_00874
0,0,0,OUT_00875
22,4,19,OUT_00876
11,8,25,OUT_00877
0,1,0,OUT_00878
3,0,1,OUT_00879
0,0,0,OUT_00880
1,0,0,OUT_00881
0,0,0,OUT_00882
3,0,0,OUT_00883
1,0,1,OUT_00884
0,0,0,OUT_00885
0,0,0,OUT_00886
0,0,0,OUT_00887
0,0,0,OUT_00888
0,0,0,OUT_00889
0,1,0,OUT_00890
0,0,0,OUT_00891
0,0,0,OUT_00892
0,0,0,OUT_00893
0,0,0,OUT_00894
1,0,0,OUT_00895
0,0,0,OUT_00896
1,0,0,OUT_00897
0,0,0,OUT_00898
0,0,0,OUT_00899
0,1,0,OUT_00900
0,0,0,OUT_00901
0,0,0,OUT_00902
2,0,0,OUT_00903
0,0,0,OUT_00904
8,3,10,OUT_00905
0,0,0,OUT_00906
13,1,21,OUT_00907
0,0,0,OUT_00908
4,2,5,OUT_00909
0,0,0,OUT_00910
0,0,0,OUT_00911
1,0,0,OUT_00912
1,0,10,OUT_00913
0,0,0,OUT_00914
0,0,3,OUT_00915
0,0,0,OUT_00916
0,0,0,OUT_00917
0,0,0,OUT_00918
0,0,0,OUT_00919
0,0,0,OUT_00920
0,0,0,OUT_00921
1,0,0,OUT_00922
0,0,0,OUT_00923
14,0,14,OUT_00924
0,0,1,OUT_00925
0,0,0,OUT_00926
5,1,2,OUT_00927
0,0,0,OUT_00928
0,0,0,OUT_00929
0,0,0,OUT_00930
0,0,0,OUT_00931
0,0,0,OUT_00932
0,0,0,OUT_00933
0,0,0,OUT_00934
1,0,0,OUT_00935
0,0,0,OUT_00936
0,0,0,OUT_00937
1,0,0,OUT_00938
0,0,0,OUT_00939
2,1,0,OUT_00940
0,0,0,OUT_00941
0,0,0,OUT_00942
0,0,0,OUT_00943
3,0,0,OUT_00944
0,0,0,OUT_00945
0,0,0,OUT_00946
9,1,13,OUT_00947
0,0,0,OUT_00948
0,0,0,OUT_00949
0,0,0,OUT_00950
24,1,12,OUT_00951
1,1,0,OUT_00952
0,0,0,OUT_00953
2,0,3,OUT_00954
0,0,0,OUT_00955
1,0,1,OUT_00956
0,0,0,OUT_00957
0,0,0,OUT_00958
0,0,0,OUT_00959
0,0,0,OUT_00960
0,0,0,OUT_00961
1,0,2,OUT_00962
4,0,0,OUT_00963
0,0,0,OUT_00964
0,0,0,OUT_00965
1,0,0,OUT_00966
1,0,0,OUT_00967
0,0,3,OUT_00968
0,0,0,OUT_00969
0,0,0,OUT_00970
2,2,6,OUT_00971
0,0,0,OUT_00972
2,0,0,OUT_00973
0,0,12,OUT_00974
0,0,0,OUT_00975
0,0,0,OUT_00976
2,1,0,OUT_00977
0,0,0,OUT_00978
0,0,0,OUT_00979
0,0,0,OUT_00980
0,0,0,OUT_00981
0,0,2,OUT_00982
3,3,0,OUT_00983
0,0,1,OUT_00984
0,0,0,OUT_00985
0,0,0,OUT_00986
1,0,3,OUT_00987
0,0,0,OUT_00988
0,0,1,OUT_00989
0,0,1,OUT_00990
11,3,6,OUT_00991
1,0,0,OUT_00992
0,0,0,OUT_00993
0,0,1,OUT_00994
0,0,0,OUT_00995
1,0,0,OUT_00996
0,0,0,OUT_00997
0,0,0,OUT_00998
0,0,1,OUT_00999
1,0,0,OUT_01000
0,0,0,OUT_01001
1,0,0,OUT_01002
0,0,0,OUT_01003
0,0,0,OUT_01004
0,0,0,OUT_01005
0,0,5,OUT_01006
0,0,0,OUT_01007
0,0,0,OUT_01008
2,0,0,OUT_01009
0,0,0,OUT_01010
0,0,0,OUT_01011
0,0,0,OUT_01012
0,0,0,OUT_01013
0,0,0,OUT_01014
0,0,0,OUT_01015
0,0,0,OUT_01016
0,0,0,OUT_01017
0,0,0,OUT_01018
0,0,2,OUT_01019
0,0,0,OUT_01020
1,0,1,OUT_01021
4,0,0,OUT_01022
0,0,0,OUT_01023
2,0,0,OUT_01024
0,0,2,OUT_01025
0,0,0,OUT_01026
0,0,0,OUT_01027
0,0,0,OUT_01028
0,0,0,OUT_01029
2,0,1,OUT_01030
0,0,0,OUT_01031
0,0,0,OUT_01032
3,0,8,OUT_01033
0,0,0,OUT_01034
2,0,0,OUT_01035
0,0,0,OUT_01036
0,0,0,OUT_01037
0,0,0,OUT_01038
0,0,0,OUT_01039
1,0,0,OUT_01040
1,0,0,OUT_01041
0,0,0,OUT_01042
3,1,0,OUT_01043
0,0,0,OUT_01044
7,2,3,OUT_01045
0,0,0,OUT_01046
2,2,6,OUT_01047
0,0,0,OUT_01048
0,0,1,OUT_01049
0,0,0,OUT_01050
0,0,0,OUT_01051
0,1,0,OUT_01052
0,0,0,OUT_01053
1,0,6,OUT_01054
0,0,0,OUT_01055
0,0,0,OUT_01056
0,0,0,OUT_01057
1,1,0,OUT_01058
0,0,0,OUT_01059
0,0,6,OUT_01060
0,0,0,OUT_01061
0,0,1,OUT_01062
0,0,2,OUT_01063
1,0,0,OUT_01064
0,0,0,OUT_01065
0,0,0,OUT_01066
0,0,0,OUT_01067
0,0,0,OUT_01068
0,0,0,OUT_01069
2,0,0,OUT_01070
0,0,0,OUT_01071
0,0,4,OUT_01072
